Ticker,Continent,Currency,Exchange,Name,Type
JDGRY,America,USD,PNK,JD Group Ltd.,Stock
CMFO,America,USD,PNK,China Marine Food Group Limited,Stock
ORYNQ,America,USD,PNK,ORYON TECHNOLOGIES,Stock
ABRN,America,USD,NYQ,Arbor Realty Trust Inc.,Stock
ETR,America,USD,NYQ,Entergy Corporation,Stock
ALNPY,America,USD,PNK,ANA Holdings Inc.,Stock
ETW,America,USD,NYQ,Eaton Vance Tax-Managed Global Buy-Write Opportunities Fund,Stock
ETV,America,USD,NYQ,Eaton Vance Tax-Managed Buy-Write Opportunities Fund,Stock
SKUYF,America,USD,PNK,"Sansei Technologies, Inc.",Stock
ETX,America,USD,NYQ,Eaton Vance Municipal Income Te,Stock
ATSR,America,USD,OBB,Asia Travel Corporation,Stock
KIE.L,Europe,GBP,LSE,Kier Group plc,Stock
ETB,America,USD,NYQ,Euro Stoxx 50 THEAM Easy ETF D,Stock
NBLS.L,Europe,GBP,LSE,NB GLB FLOTING GBP,Stock
ETG,America,USD,NYQ,Eaton Vance Tax-Advantaged Glob,Stock
ETF,America,USD,ASE,Aberdeen Emerging Markets Compa,Stock
AHSNF,America,USD,PNK,Alta Natural Herbs & Supplements Ltd.,Stock
ETH,America,USD,NYQ,Ethan Allen Interiors Inc.,Stock
ETJ,America,USD,NYQ,Eaton Vance Risk-Managed Divers,Stock
ETM,America,USD,NYQ,Entercom Communications Corp.,Stock
VPTDF,America,USD,PNK,VentriPoint Diagnostics Ltd.,Stock
RMCF,America,USD,NGM,Rocky Mountain Chocolate Factory Inc.,Stock
JCS,America,USD,NGM,Communications Systems Inc.,Stock
SURG,America,USD,NCM,"Synergetics USA, Inc.",Stock
JCP,America,USD,NYQ,"J. C. Penney Company, Inc.",Stock
WSEYF,America,USD,PNK,Wellstar Energy Corp.,Stock
LINTA,America,USD,NMS,Liberty Interactive Corporation,Stock
TILE,America,USD,NMS,Interface Inc.,Stock
MONV.BE,Europe,EUR,BER,NOVAVISIONS,Stock
MOS,America,USD,NYQ,The Mosaic Company,Stock
EPN.SG,Europe,EUR,STU,ENDESA SP ADR,Stock
TN-UN.TO,America,CAD,TOR,TRUE NORTH APARTMENT REIT TRUST,Stock
NSCT,America,USD,PNK,Cloud Medical Doctor Software Corporation,Stock
JCE,America,USD,NYQ,Nuveen Core Equity Alpha Fund N,Stock
MRVC,America,USD,NCM,"MRV Communications, Inc.",Stock
MRVL,America,USD,NMS,Marvell Technology Group Ltd.,Stock
EUFN,America,USD,NGM,iShares MSCI Europe Financials,Stock
JCI,America,USD,NYQ,Johnson Controls Inc.,Stock
ALV.V,America,CAD,VAN,Alvopetro Energy Ltd.,Stock
BSQR,America,USD,NGM,BSQUARE Corp.,Stock
PATR,America,USD,NMS,"Patriot Transportation Holding, Inc.",Stock
KYCCF,America,USD,PNK,Keyence Corp.,Stock
PLTM,America,USD,NGM,First Trust ISE Global Platinum ETF,Stock
GLPI,America,USD,NMS,"Gaming and Leisure Properties, Inc",Stock
TOL.AX,Asia,AUD,ASX,Toll Holdings Limited,Stock
NHF.AX,Asia,AUD,ASX,NIB Holdings Limited,Stock
ANTO.L,Europe,GBP,LSE,Antofagasta plc,Stock
052400.KQ,Asia,KRW,KOE,"Kona I CO., Ltd.",Stock
BAG.L,Europe,GBP,LSE,A.G.Barr p.l.c.,Stock
V6C.DE,Europe,EUR,GER,Viscom AG,Stock
BNCN,America,USD,NCM,BNC Bancorp,Stock
NA-PM.TO,America,CAD,TOR,NATIONAL BANK OF CAN. PREF. SHR,Stock
BNCL,America,USD,NMS,Beneficial Mutual Bancorp Inc.,Stock
XRO.NZ,Asia,NZD,NZE,Xero Limited.,Stock
DO,America,USD,NYQ,"Diamond Offshore Drilling, Inc.",Stock
TXX.V,America,CAD,VAN,Tirex Resources Ltd.,Stock
BBVA,America,USD,NYQ,"Banco Bilbao Vizcaya Argentaria, S.A.",Stock
CU.TO,America,CAD,TOR,Canadian Utilities Ltd.,Stock
OTS.VI,Europe,EUR,VIE,OTTAKRINGER GETR,Stock
TPH.TO,America,CAD,TOR,Temple Hotels Inc.,Stock
XTLB,America,USD,NCM,XTL Biopharmaceuticals Ltd.,Stock
ING.PA,Europe,EUR,PAR,Ingenico S.A.,Stock
UNCHF,America,USD,PNK,Uni-Charm Corp.,Stock
ZA,America,USD,NYQ,Zuoan Fashion Limited,Stock
ESPH,America,USD,PNK,"Ecosphere Technologies, Inc.",Stock
ZF,America,USD,NYQ,"Zweig Fund, Inc. (The) Common S",Stock
MBVT,America,USD,NMS,Merchants Bancshares Inc.,Stock
ESPR,America,USD,NGM,"Esperion Therapeutics, Inc.",Stock
ZX,America,USD,NYQ,China Zenix Auto International Limited,Stock
GGG.AX,Asia,AUD,ASX,Greenland Minerals and Energy Limited,Stock
JAYSHREETEA.BO,Asia,INR,BSE,Jay Shree Tea & Industries Ltd.,Stock
MUTHOOTFIN-NB.NS,Asia,INR,NSI,NCD  SEC OPT1,Stock
NVDA,America,USD,NMS,NVIDIA Corporation,Stock
TGI,America,USD,NYQ,"Triumph Group, Inc.",Stock
TGH,America,USD,NYQ,Textainer Group Holdings Limited,Stock
TGE,America,USD,NMS,TGC Industries Inc.,Stock
TGD,America,USD,ASE,Timmins Gold Corp.,Stock
DAIO,America,USD,NCM,Data I/O Corp.,Stock
THFF,America,USD,NMS,First Financial Corp.,Stock
TGA,America,USD,NMS,TransGlobe Energy Corporation,Stock
TGC,America,USD,ASE,Tengasco Inc.,Stock
NVDL,America,USD,PNK,Novadel Pharma Inc.,Stock
SVTE,America,USD,PNK,Service Team Inc.,Stock
NVDQ,America,USD,NGM,Novadaq Technologies Inc.,Stock
TGT,America,USD,NYQ,Target Corp.,Stock
TGP,America,USD,NYQ,Teekay LNG Partners LP.,Stock
TGS,America,USD,NYQ,Transportadora de Gas Del Sur S.A.,Stock
PTZ.TO,America,CAD,TOR,Pethealth Inc.,Stock
UCRLF,America,USD,PNK,UC Resources Ltd.,Stock
FOSL,America,USD,NMS,"Fossil Group, Inc.",Stock
MBX.TO,America,CAD,TOR,Microbix Biosystems Inc.,Stock
LVCA,America,USD,PNK,"Lake Victoria Mining Company, Inc.",Stock
KRNY,America,USD,NMS,Kearny Financial Corp.,Stock
FCG.NZ,Asia,NZD,NZE,Fonterra Co-Operative Group Ltd.,Stock
BPMX,America,USD,OBB,BioPharmX Corporation,Stock
0636.HK,Asia,HKD,HKG,Kerry Logistics Network Limited,Stock
SBGI,America,USD,NMS,"Sinclair Broadcast Group, Inc.",Stock
COX-UN.TO,America,CAD,TOR,COXE COMMODITY STRATEGY FUND UN,Stock
LINC,America,USD,NMS,Lincoln Educational Services Corporation,Stock
OVBC,America,USD,NGM,Ohio Valley Banc Corp.,Stock
LINS,America,USD,PNK,Life Insurance Company Of Alabama,Stock
TQQQ,America,USD,NGM,ProShares UltraPro QQQ,Stock
TSBK,America,USD,NGM,"Timberland Bancorp, Inc.",Stock
601007.SS,Asia,CNY,SHH,JINLING HOTEL CORP 'A'CNY1,Stock
CSL.AX,Asia,AUD,ASX,CSL Ltd.,Stock
FBOO,America,USD,PNK,First Bank Of Ohio,Stock
GEIG,America,USD,OBB,GEI Global Energy Corp.,Stock
CPT,America,USD,NYQ,Camden Property Trust,Stock
CPK,America,USD,NYQ,Chesapeake Utilities Corporation,Stock
DD-PB,America,USD,NYQ,E.I. du Pont de Nemours and Com,Stock
DD-PA,America,USD,NYQ,E.I. du Pont de Nemours and Com,Stock
UQM,America,USD,ASE,UQM Technologies Inc.,Stock
CPN,America,USD,NYQ,Calpine Corp.,Stock
CPL,America,USD,NYQ,CPFL Energia S.A.,Stock
CPB,America,USD,NYQ,Campbell Soup Company,Stock
CPA,America,USD,NYQ,Copa Holdings SA,Stock
CPG,America,USD,NYQ,Crescent Point Energy Corp.,Stock
CPF,America,USD,NYQ,Central Pacific Financial Corp.,Stock
CPE,America,USD,NYQ,Callon Petroleum Company,Stock
TOE.AX,Asia,AUD,ASX,Toro Energy Limited,Stock
DGX,America,USD,NYQ,Quest Diagnostics Inc.,Stock
RAGO,America,USD,PNK,"Verde Science, Inc.",Stock
SPWH,America,USD,NMS,"Sportsman's Warehouse Holdings, Inc.",Stock
COME.BA,America,ARS,BUE,Sociedad Comercial del Plata S.A.,Stock
PCTY,America,USD,NMS,Paylocity Holding Corporation,Stock
ZEUS,America,USD,NMS,Olympic Steel Inc.,Stock
ISHG,America,USD,NGM,iShares 1-3 Year International Trs Bd,Stock
DGI,America,USD,NYQ,"DigitalGlobe, Inc.",Stock
RQI,America,USD,NYQ,Cohen & Steers Quality Income R,Stock
KYN-PF,America,USD,NYQ,Kayne Anderson MLP Investment C,Stock
FITBI,America,USD,NMS,Fifth Third Bancorp,Stock
5509.KL,Asia,MYR,KLS,NCB HOLDINGS BHD,Stock
MAIN,America,USD,NYQ,Main Street Capital Corporation,Stock
MBV.VI,Europe,EUR,VIE,MIBA AG VZ -B-,Stock
XWES,America,USD,NCM,"World Energy Solutions, Inc.",Stock
SCG,America,USD,NYQ,SCANA Corp.,Stock
SCD,America,USD,NYQ,LMP Capital and Income Fund Inc,Stock
IWRGF,America,USD,PNK,IWG Technologies Inc.,Stock
ING,America,USD,NYQ,ING Groep N.V.,Stock
INF,America,USD,NYQ,Brookfield Global Listed Infras,Stock
SCOR,America,USD,NMS,"comScore, Inc.",Stock
SCI,America,USD,NYQ,Service Corporation International,Stock
FSCFL,America,USD,NMS,Fifth Street Finance Corp.,Stock
INB,America,USD,NYQ,Cohen & Steers Global Income Bu,Stock
SCL,America,USD,NYQ,Stepan Company,Stock
SCM,America,USD,NYQ,Stellus Capital Investment Corporation,Stock
ALR.AX,Asia,AUD,ASX,ABERDEEN FPO,Stock
SCOK,America,USD,NCM,"SinoCoking Coal and Coke Chemical Industries, Inc.",Stock
INZ,America,USD,NYQ,ING Groep N.V.,Stock
SCON,America,USD,NCM,Superconductor Technologies Inc.,Stock
VGR.F,Europe,EUR,FRA,VECTOR GROUP ,Stock
SCX,America,USD,NYQ,The L.S. Starrett Company,Stock
INT,America,USD,NYQ,World Fuel Services Corp.,Stock
INBD,America,USD,PNK,"Innovate Building Systems, Inc.",Stock
FST,America,USD,NYQ,Forest Oil Corporation,Stock
URRE,America,USD,NCM,"Uranium Resources, Inc.",Stock
XTMXL.MC,Europe,EUR,MCE,TELMEX-L,Stock
LDIS,America,USD,PNK,Leadis Technology Inc.,Stock
ALV.MI,Europe,EUR,MIL,Allianz SE,Stock
JAPAF,America,USD,PNK,Japan Tobacco Inc.,Stock
UND.AX,Asia,AUD,ASX,U & D COAL FPO,Stock
BVMF3.SA,America,BRL,SAO,BM&F; Bovespa SA,Stock
1246-OL.HK,Asia,HKD,HKG,NGAISHUN HOLD,Stock
1231-OL.HK,Asia,HKD,HKG,NEWTON RES,Stock
KRN.TO,America,CAD,TOR,Karnalyte Resources Inc.,Stock
TRIB,America,USD,NMS,Trinity Biotech plc,Stock
DGAS,America,USD,NMS,"Delta Natural Gas Company, Inc.",Stock
AUTR,America,USD,PNK,AUTRIS,Stock
NGQ.TO,America,CAD,TOR,NGEx Resources Inc.,Stock
3037-OL.HK,Asia,HKD,HKG,X XIE PHIL,Stock
BPMSF,America,USD,PNK,Bralorne Gold Mines Ltd.,Stock
SKT.AX,Asia,AUD,ASX,Sky Network Television Ltd.,Stock
URKA.ME,Europe,RUB,MCX,URALKALIY,Stock
FAVS,America,USD,PNK,First Aviation Services Inc.,Stock
I.TO,America,CAD,TOR,IntelliPharmaCeutics International Inc.,Stock
MKTX,America,USD,NMS,MarketAxess Holdings Inc.,Stock
NCYF.L,Europe,GBP,LSE,NEW CITY HIGH YIELD,Stock
NVI.V,America,CAD,VAN,"Novra Technologies, Inc.",Stock
EURNY,America,USD,PNK,Eurasian Natural Resources Corporation Limited,Stock
ROIQW,America,USD,NCM,ROI Acquisition Corp. II,Stock
ROIQU,America,USD,NCM,ROI Acquisition Corp. II,Stock
RITT,America,USD,NCM,RiT Technologies Ltd.,Stock
TTN.AX,Asia,AUD,ASX,Titan Energy Services Limited,Stock
NTIP,America,USD,PNK,"Network-1 Technologies, Inc.",Stock
QGR.V,America,CAD,VAN,Q-Gold Resources Ltd.,Stock
APDN,America,USD,PNK,Applied DNA Sciences Inc.,Stock
NTII,America,USD,PNK,Neurobiological Technologies Inc.,Stock
GRBS,America,USD,PNK,Greer Bancshares Incorporated,Stock
NTIC,America,USD,NGM,Northern Technologies International Corp.,Stock
NBR,America,USD,NYQ,Nabors Industries Ltd.,Stock
CM.TO,America,CAD,TOR,Canadian Imperial Bank of Commerce,Stock
MRH-PA,America,USD,NYQ,Montpelier RE Holdings Ltd Non ,Stock
NBW,America,USD,ASE,Neuberger Berman California Int,Stock
NBY,America,USD,ASE,"NovaBay Pharmaceuticals, Inc.",Stock
BAGR,America,USD,NCM,"Diversified Restaurant Holdings, Inc.",Stock
WSBF,America,USD,NMS,"Waterstone Financial, Inc.",Stock
NBB,America,USD,NYQ,Nuveen Build America Bond Fund ,Stock
WIPRO.BO,Asia,INR,BSE,Wipro Ltd.,Stock
NBD,America,USD,NYQ,Nuveen Build America Bond Oppor,Stock
BAGL,America,USD,NGM,"Einstein Noah Restaurant Group, Inc.",Stock
JE.TO,America,CAD,TOR,Just Energy Group Inc.,Stock
NBG,America,USD,NYQ,National Bank of Greece SA,Stock
NBH,America,USD,ASE,Neuberger Berman Intermediate M,Stock
FSF.AX,Asia,AUD,ASX,Fonterra Shareholders Fund,Stock
NBL,America,USD,NYQ,"Noble Energy, Inc.",Stock
NBN,America,USD,NGM,Northeast Bancorp,Stock
NBO,America,USD,ASE,Neuberger Berman New York Inter,Stock
MCX.SG,Europe,EUR,STU,MCCORMICK NON VTG,Stock
TAYCO,America,USD,NMS,Taylor Capital Group Inc.,Stock
LUPE.ST,Europe,SEK,STO,LUNDIN PETROL,Stock
WLOC,America,USD,PNK,Willow Creek Enterprises Inc.,Stock
WLOL,America,USD,PNK,Winland Ocean Shipping Corp,Stock
GEN.AX,Asia,AUD,ASX,,Stock
LO,America,USD,NYQ,"Lorillard, Inc.",Stock
ORT.TO,America,CAD,TOR,Orbite Aluminae Inc,Stock
BIO,America,USD,NYQ,"Bio-Rad Laboratories, Inc.",Stock
TZF,America,USD,NYQ,"Bear Stearns Depositor, Inc. Pf",Stock
TAYCP,America,USD,NMS,MB Financial Inc.,Stock
NML.AX,Asia,AUD,ASX,Navarre Minerals Limited,Stock
TSCO.L,Europe,GBP,LSE,Tesco PLC,Stock
ZTR,America,USD,NYQ,"Zweig Total Return Fund, Inc. (",Stock
SWYAF,America,USD,PNK,SUNWAYS AG KOBLENZ,Stock
CCCR,America,USD,NCM,"China Commercial Credit, Inc.",Stock
LCC.V,America,CAD,VAN,Lumina Copper Corp.,Stock
KRSL,America,USD,PNK,Kreisler Manufacturing Corp.,Stock
SPE.TO,America,CAD,TOR,Spartan Energy Corp.,Stock
ZKIIF,America,USD,PNK,Nostrum Oil & Gas Plc,Stock
EURNF,America,USD,PNK,Eurasian Natural Resources Corp Plc,Stock
FMOCF,America,USD,PNK,"Fomento de Construcciones y Contratas, S.A.",Stock
ADPMF,America,USD,PNK,ad pepper media International N.V.,Stock
AMGN,America,USD,NMS,Amgen Inc.,Stock
TRMB,America,USD,NMS,Trimble Navigation Limited,Stock
BLDP,America,USD,NGM,Ballard Power Systems Inc.,Stock
BLDR,America,USD,NMS,"Builders FirstSource, Inc.",Stock
TRMK,America,USD,NMS,Trustmark Corporation,Stock
NAK.L,Europe,GBP,LSE,NAKAMA GROUP,Stock
NYH,America,USD,ASE,Eaton Vance New York Municipal ,Stock
TRMR,America,USD,NYQ,"Tremor Video, Inc.",Stock
NXI.V,America,CAD,VAN,NXA Inc.,Stock
FBRC,America,USD,NMS,FBR & Co.,Stock
VPCO,America,USD,NCM,Vapor Corp.,Stock
TRRVF,America,USD,PNK,TERRAVEST CAP,Stock
VONE,America,USD,NGM,Vanguard Russell 1000 ETF,Stock
AMX,America,USD,NYQ,America Movil S.A.B. de C.V.,Stock
VONG,America,USD,NGM,Vanguard Russell 1000 Growth ETF,Stock
ONE,America,USD,NYQ,"Higher One Holdings, Inc.",Stock
AMT,America,USD,NYQ,American Tower Corporation,Stock
AMS,America,USD,ASE,American Shared Hospital Services,Stock
TMI.TO,America,CAD,TOR,TriMetals Mining Inc.,Stock
CYFL,America,USD,PNK,Century Financial Corporation,Stock
CMY.AX,Asia,AUD,ASX,Capital Mining Limited,Stock
AMH,America,USD,NYQ,American Homes 4 Rent,Stock
CET.TO,America,CAD,TOR,Cathedral Energy Services Ltd.,Stock
AMG,America,USD,NYQ,Affiliated Managers Group Inc.,Stock
AMD,America,USD,NYQ,"Advanced Micro Devices, Inc.",Stock
AME,America,USD,NYQ,Ametek Inc.,Stock
YB4N.SG,Europe,EUR,STU,MAST THERAP,Stock
AMC,America,USD,NYQ,"AMC Entertainment Holdings, Inc.",Stock
FAXRF,America,USD,PNK,FAIRFAX FINANCIAL,Stock
LB,America,USD,NYQ,"L Brands, Inc.",Stock
MCRL,America,USD,NMS,Micrel Inc.,Stock
SEH.AX,Asia,AUD,ASX,Sino Gas & Energy Holdings Ltd.,Stock
CHNR,America,USD,NCM,China Natural Resources Inc.,Stock
DIOD,America,USD,NMS,Diodes Incorporated,Stock
2201.TW,Asia,TWD,TAI,YULON MOTOR TWD10,Stock
1149.HK,Asia,HKD,HKG,Anxin-China Holdings Limited,Stock
ALS.TO,America,CAD,TOR,Altius Minerals Corp.,Stock
USU,America,USD,NYQ,USEC Inc.,Stock
AWLCF,America,USD,PNK,Awilco Drilling Plc,Stock
6131.TW,Asia,TWD,TAI,YOKO TECHNOLOGY TWD10,Stock
ORX.ST,Europe,SEK,STO,OREXO,Stock
STWD,America,USD,NYQ,"Starwood Property Trust, Inc.",Stock
AMG.AS,Europe,EUR,AMS,AMG ADV METAL,Stock
CVT,America,USD,NYQ,"Cvent, Inc.",Stock
NINE,America,USD,NGM,Ninetowns Internet Technology Group Company Limited,Stock
GHIL,America,USD,PNK,"Green and Hill Industries, Inc.",Stock
WMTM,America,USD,PNK,White Mountain Titanium Corp.,Stock
TTGPF,America,USD,PNK,TT Electronics plc,Stock
PSBC,America,USD,PNK,Pacific State Bancorp,Stock
RKG-H.V,America,CAD,VAN,Roadking Travel Centres Inc.,Stock
MASA.JK,Asia,IDR,JKT,Multistrada Arah Sarana Tbk.,Stock
XNY,America,USD,NYQ,China Xiniya Fashion Limited,Stock
SIRPAPER-BE.NS,Asia,INR,NSI,SIRPUR PAPER-PPD UP RS.4,Stock
LG,America,USD,NYQ,"The Laclede Group, Inc.",Stock
ATO.PA,Europe,EUR,PAR,Atos SE,Stock
CVM,America,USD,ASE,CEL-SCI Corporation,Stock
VNTV,America,USD,NYQ,"Vantiv, Inc.",Stock
QIHU,America,USD,NYQ,Qihoo 360 Technology Co. Ltd.,Stock
NANO.PA,Europe,EUR,PAR,Nanobiotix SA,Stock
GWW,America,USD,NYQ,"W.W. Grainger, Inc.",Stock
MRKT,America,USD,NMS,Markit Ltd.,Stock
PEB.NZ,Asia,NZD,NZE,Pacific Edge Limited,Stock
UF4.F,Europe,EUR,FRA,UNITED FINL BCP,Stock
VNTH,America,USD,PNK,Vantage Health Inc.,Stock
YONG,America,USD,NMS,"Yongye International, Inc.",Stock
WDC,America,USD,NMS,Western Digital Corporation,Stock
MGM,America,USD,NYQ,MGM Resorts International,Stock
MGH,America,USD,ASE,Minco Gold Corporation,Stock
MGI,America,USD,NMS,Moneygram International Inc.,Stock
MGF,America,USD,NYQ,MFS Government Markets Income T,Stock
FRE.AX,Asia,AUD,ASX,Freshtel Holdings Limited,Stock
MGA,America,USD,NYQ,Magna International Inc.,Stock
TZPC,America,USD,PNK,ThermaFreeze Products Corporation,Stock
NWCM,America,USD,PNK,"News Communications, Inc.",Stock
WDR,America,USD,NYQ,"Waddell & Reed Financial, Inc.",Stock
0116.HK,Asia,HKD,HKG,Chow Sang Sang Holdings International Limited,Stock
NTCEF,America,USD,PNK,Brisio Innovations Inc.,Stock
TIH.TO,America,CAD,TOR,Toromont Industries Ltd.,Stock
MGT,America,USD,ASE,"MGT Capital Investments, Inc.",Stock
GLT,America,USD,NYQ,PH Glatfelter Co.,Stock
TRH-UN.TO,America,CAD,TOR,TRIAX DIVERSIF UN,Stock
MGR,America,USD,NYQ,Affiliated Managers Group Inc.,Stock
FPF,America,USD,NYQ,First Trust Intermediate Durati,Stock
KEL.TO,America,CAD,TOR,Kelt Exploration Ltd.,Stock
FPO,America,USD,NYQ,First Potomac Realty Trust,Stock
FPL,America,USD,NYQ,First Trust New Opportunities M,Stock
HLAN,America,USD,OBB,Heartland BancCorp,Stock
FPI,America,USD,ASE,Farmland Partners Inc.,Stock
FPT,America,USD,NYQ,Federated Premier Intermediate ,Stock
ATIXF,America,USD,PNK,AnalytixInsight Inc.,Stock
PKOH,America,USD,NMS,Park-Ohio Holdings Corp.,Stock
FPP,America,USD,ASE,Fieldpoint Petroleum Corp.,Stock
BC94.L,Europe,USD,LSE,Samsung Electronics Co. Ltd.,Stock
W2P.F,Europe,EUR,FRA,WEB.COM GROUP,Stock
AMP.MI,Europe,EUR,MIL,Amplifon SpA,Stock
MAN3.SG,Europe,EUR,STU,MAN  VZ,Stock
SQS.F,Europe,EUR,FRA,SQS N,Stock
TUNG,America,USD,PNK,Tungsten Corp.,Stock
LMOS,America,USD,NMS,Lumos Networks Corp.,Stock
RSO,America,USD,NYQ,Resource Capital Corp.,Stock
WTCG,America,USD,PNK,"W Technologies, Inc.",Stock
0135.HK,Asia,HKD,HKG,Kunlun Energy Company Limited,Stock
PRG.AX,Asia,AUD,ASX,Programmed Maintenance Services Ltd.,Stock
PRG.V,America,CAD,VAN,Precipitate Gold Corp.,Stock
PIM.AX,Asia,AUD,ASX,Prime Minerals Ltd.,Stock
KMP,America,USD,NYQ,"Kinder Morgan Energy Partners, L.P.",Stock
JAMTD,America,USD,PNK,Jagercor Energy Corp.,Stock
GDP,America,USD,NYQ,Goodrich Petroleum Corp.,Stock
KMT,America,USD,NYQ,Kennametal Inc.,Stock
GDV,America,USD,NYQ,Gabelli Dividend & Income Trust,Stock
CSW-A.TO,America,CAD,TOR,CORBY SPIRIT AND WINE LTD CLASS,Stock
KMX,America,USD,NYQ,CarMax Inc.,Stock
KMB,America,USD,NYQ,Kimberly-Clark Corporation,Stock
GDF,America,USD,NYQ,Western Asset Global Partners Income Fund Inc.,Stock
KMF,America,USD,NYQ,Kayne Anderson Midstream Energy,Stock
KMG,America,USD,NYQ,KMG Chemicals Inc.,Stock
KMI,America,USD,NYQ,"Kinder Morgan, Inc.",Stock
GDO,America,USD,NYQ,Western Asset Global Corporate ,Stock
KMM,America,USD,NYQ,Deutsche  Multi-Market Income T,Stock
GDL,America,USD,NYQ,"GDL Fund, The Common Shares of ",Stock
CLBH,America,USD,NGM,Carolina Bank Holdings Inc.,Stock
BAP,America,USD,NYQ,Credicorp Ltd.,Stock
BAS,America,USD,NYQ,"Basic Energy Services, Inc.",Stock
4197.KL,Asia,MYR,KLS,SIME DARBY BHD,Stock
TZM.V,America,CAD,VAN,Tanzania Minerals Corp.,Stock
BAX,America,USD,NYQ,Baxter International Inc.,Stock
DXPE,America,USD,NMS,"DXP Enterprises, Inc.",Stock
CLBC,America,USD,PNK,Premier Commercial Bancorp,Stock
BAA,America,USD,ASE,Banro Corporation,Stock
BAC,America,USD,NYQ,Bank of America Corporation,Stock
JEN.DE,Europe,EUR,GER,Jenoptik AG,Stock
VEI.OL,Europe,NOK,OSL,VEIDEKKE,Stock
BAF,America,USD,NYQ,BlackRock Municipal Income Inve,Stock
BAH,America,USD,NYQ,Booz Allen Hamilton Holding Corporation,Stock
BAK,America,USD,NYQ,Braskem S.A.,Stock
HMPR,America,USD,NMS,Hampton Roads Bankshares Inc.,Stock
TLYS,America,USD,NYQ,"Tilly's, Inc.",Stock
AERG,America,USD,PNK,"Applied Energetics, Inc.",Stock
600588.SS,Asia,CNY,SHH,UFIDA SOFTWARE CO 'A'CNY1,Stock
AERO,America,USD,PNK,"Aerogrow International, Inc.",Stock
BAKPF,America,USD,PNK,Baraka Energy and Resources Limited,Stock
AERL,America,USD,NGM,Asia Entertainment & Resources Ltd.,Stock
AERI,America,USD,NGM,"Aerie Pharmaceuticals, Inc.",Stock
ANCX,America,USD,NGM,Access National Corporation,Stock
AERT,America,USD,PNK,"Advanced Environmental Recycling Technologies, Inc.",Stock
AERS,America,USD,PNK,"Aerius International, Inc.",Stock
U.TO,America,CAD,TOR,Uranium Participation Corp.,Stock
ANCI,America,USD,NCM,"American Caresource Holdings, Inc.",Stock
BRBI,America,USD,PNK,"Blue River Bancshares, Inc.",Stock
SKMD.L,Europe,USD,LSE,SK Telecom Co. Ltd.,Stock
CIDM,America,USD,NGM,Cinedigm Corp.,Stock
NIPS.JK,Asia,IDR,JKT,Nipress Tbk.,Stock
SSBI,America,USD,NGM,Summit State Bank,Stock
MTFC,America,USD,PNK,MINSTER FINANCIAL CO,Stock
UEMLF,America,USD,PNK,UEM Sunrise Berhad,Stock
TBLEY,America,USD,PNK,Tractebel Energia S.A.,Stock
RI.PA,Europe,EUR,PAR,Pernod-Ricard SA,Stock
RY.TO,America,CAD,TOR,Royal Bank of Canada,Stock
BOFI,America,USD,NMS,"BofI Holding, Inc.",Stock
BCBF,America,USD,PNK,Beach Community Bancshares Inc.,Stock
BLVDW,America,USD,NCM,Boulevard Acquisition Corp.,Stock
HSC,America,USD,NYQ,Harsco Corporation,Stock
BLVDU,America,USD,NCM,Boulevard Acquisition Corp.,Stock
HBH3.DE,Europe,EUR,GER,Hornbach Holding AG,Stock
LLTC,America,USD,NMS,Linear Technology Corporation,Stock
IHG.L,Europe,GBP,LSE,Intercontinental Hotels Group plc,Stock
BSEG,America,USD,PNK,"Big Screen Entertainment Group, Inc.",Stock
QSII,America,USD,NMS,Quality Systems Inc.,Stock
PRA,America,USD,NYQ,ProAssurance Corporation,Stock
HSY,America,USD,NYQ,The Hershey Company,Stock
IPFPF,America,USD,PNK,International Personal Finance Plc,Stock
NYLD,America,USD,NYQ,"NRG Yield, Inc.",Stock
NCC-B.TO,America,CAD,TOR,Newfoundland Capital Corp. Ltd.,Stock
CPSI,America,USD,NMS,Computer Programs & Systems Inc.,Stock
CPSH,America,USD,PNK,CPS Technologies Corp.,Stock
NEOG,America,USD,NMS,Neogen Corp.,Stock
VSI,America,USD,NYQ,"Vitamin Shoppe, Inc.",Stock
CPSL,America,USD,PNK,"China Precision Steel, Inc.",Stock
600770.SS,Asia,CNY,SHH,JIANGSU ZONGYI CO 'A'CNY1,Stock
TPM.AX,Asia,AUD,ASX,TPG Telecom Limited,Stock
EBKOF,America,USD,PNK,Erste Group Bank AG,Stock
NJTA.BE,Europe,EUR,BER,MAJESCO HOLDINGS,Stock
IGTA3.SA,America,BRL,SAO,IGUATEMI    -ON      NM,Stock
CPSS,America,USD,NGM,"Consumer Portfolio Services, Inc.",Stock
DLCR,America,USD,PNK,Kibush Capital Corp,Stock
VSR,America,USD,ASE,Versar Inc.,Stock
CPST,America,USD,NGM,Capstone Turbine Corp.,Stock
SUNS,America,USD,NMS,Solar Senior Capital Ltd.,Stock
EZT,America,USD,NYQ,"Entergy Texas, Inc.",Stock
LA2.F,Europe,EUR,FRA,SNYDER'S-LANCE,Stock
IEH.L,Europe,GBP,LSE,Intelligent Energy Holdings Plc,Stock
AGG.AX,Asia,AUD,ASX,AngloGold Ashanti Ltd.,Stock
AON.AX,Asia,AUD,ASX,Apollo Minerals Limited,Stock
FWLT,America,USD,NMS,Foster Wheeler AG,Stock
ABPA,America,USD,PNK,Allegiance Bank of North America,Stock
